,Description,Ammonia,Apple,Apricot,Berry,Blue,Blueberry,Butter,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Fruit,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Menthol,Mint,Minty,None,Nutty,Orange,Peach,Pear,Pepper,Pine,Pineapple,Plum,Pungent,Rose,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree,Tropical,Vanilla,Violet,Woody
461,carnival ministry cannabis sativa dominant strain designed translate eccentric colorful vibe carnival street brazil mind consumer cerebral strain get powerful mental effect select haze mother unknown sativa hybrid father scent citrus lemon candy explode lanky spear created plant know thrive indoors outdoors carnival snappy flowering time nine week strain s upbeat euphoria general mood alteration make great social strain share among friend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
462,cascadia kush   indica bred hesperides garden washington combine alien kush frankenstein genetics create powerhouse relaxing pain relieving effect cascadia kush took award best indica  dope cup seattle,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463,choo choo casey jones coming track casey famous engineer killed train wreck  recently s name teenage mutant ninja turtle character s fond hockey mask vigilante justice casey jones cross oriental express trainwreck x thai east coast sour diesel provides earthy sweet palate subtle hint citrus casey jones produce pleasant sativa effect uplifting great releasing creativity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,cashus clay called cash kush clone strain thclones flavorful cross triumvirate potent genetics including true og bubble gum master kush trio combine rich berry terpene pleasurable body effect powerful mind expanding euphoria even strain s deep indica lineage breeder swears focused motivating quality thus classifying hybrid utilize cashus clay throughout day mind dosage potent strain potentially sedative inexperienced consumer,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,casper og indica dominant strain unique history combining thadocta s face og orgnkid s ghost og casper og friendliest og know brought great beyond known squat plant nine week grow cycle casper og ideal indoor grow plant delivers traditional indica effect mellow mind body small dos anchor consumer couch continued use terpene profile rich og note including earth delicate citrus enjoy casper og evening maximize stress free relaxation gradual sedation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,originally clone phenotype super silver haze cat piss sativa dominant strain uniquely pungent ammonia stench reminiscent name crossed strain create seed line varying phenotype including indica dominant variety generally considered sativa flavor sweet undertone pine high uplifting cerebral nice relaxing body feel make good option daytime use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
467,combination la confidential og kush strain created dna genetics blanket crystal look almost grayish black effect good pain eating sleep disorder describe cataract creeper high keep building long stop smoking strain year making recommended light weight smoker experience cataract kush ll think cataract,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
468,catfish sativa strain took st place high time  michigan medical cannabis cup,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,colorado seed inc pay homage new school old school genetics cello sweet og cross combine dj short s flo living cannabis virtuoso secret garden og co seed s kush bomb create connoisseur quality strain potency dimension effect range cerebral sedative strain contains movement symphony rising meditative mind decrescendo full body relaxation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,central american refers indigenous variety cannabis landraces grow natively region world region s latitude climate native landrace strain tend sativa structure effect,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,cerebro haze sativa dominant strain cross brain og tom hill haze name suggests cerebro haze focus effort head provides clean clear buzz allows stay active functional despite sativa influence cerebro haze still provides relaxing full body effect preferred patient treating pain headache,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,chairman chem sou another chemdawg cross royal choice farm tart combination unites popular chemdawg sour og sour spicy aroma equal measure mental physical effect known suppress appetite elevate mood encourage physical activity palate sweet tangy offering note citrus pine fuel finish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,champagne kush indica dominant hybrid offer variety attribute suited different taste ailment pleasant palpable weight limb coupled heady thoughtful mind strain adapts consumer s need dosage lighter end expect headier trip mood enhancing effect generally lead sense well continued consumption strain lead weighted body mind feel meditative core,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,charlie sheen indica dominant hybrid parented green crack og kush blue dream lemon scented bud taste likewise distinct undercurrent kush effect relaxing uplifted lengthy sleepy come great pain relief insomnia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,charlotte s web cultivar le   thc gained popularity option treating seizure well range medical condition medical potency due high cbd content specifically cultivated colorado breeder stanley brother young epileptic patient named charlotte contrary popular belief charlotte s web hemp derived product little psychoactive effect making great don t want medication affect daily task charlotte s powerful web may cause dizziness patient new user cautious learn charlotte s web,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476,named sharply sour aroma cheese indica dominant hybrid u achieved widespread popularity unique flavor consistent potency origin stretch back late s cheese said descend skunk  phenotype whose pungent aroma made stand breeder big buddha seed later introduced afghani indica genetics increase cheese s trichome production yield resulting hybrid now well known relaxed happy effect gently ease blissful state mind,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
477,cheese candy delicious seed hybrid lovechild cheese caramelo combination parent strain result unusual fusion sweet candy sharp cheese flavor sweet sour aroma accented flowery fruity flavor usher cheese candy s deeply relaxing characteristic long slender bud wrapped fiery orange hair stand vibrant contrast hybrid s sage green hue,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,cheese quake tga subcool seed   indica dominant cross cheese querkle hint grape detectable aroma led funky sour aroma commonly associated cheese hybrid expect feel tingy invigoration followed uplifting body sensation help feel relaxed carefree,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,cheeseburger cannasol farm omak washington deep sumptuous strain leaf consumer feeling satisfied cheeseburger hard day s work long mysterious heritage coming okanogan indica dominant strain entrusted cannasol ensure wholesome genetics preserved yield per plant weight reaching several pound plant grows grows cheeseburger known grow especially well long summer night matures first ear corn ripen stalk,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,cheesewreck sativa dominant hybrid bred seedism seed brings together pungent sour aroma cheese staggering potency trainwreck effect hybrid may settle right away cheesewreck reminds trainwreck gene crushing euphoria full body relaxation cheesewreck trail comfortable sleepiness time settle racing thought wind night high yield cheesewreck will ready harvest following   week flowering cycle indoors,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,chem crush hybrid strain took nd place  denver cannabis cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,chem d o g confused chemdawg potent chemdawg og kush cross harness best quality either strain expansive terpene profile includes limonene caryophyllene myrcene strain spiced citrus nose touch chemical earth bouquet aroma illustrates complex effect nestled chem d o g s frosty greenery offer soothing physical relaxation powerful rush brought strain s high thc content,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,chem jack common sense cross chemdawg jack herer sativa dominant hybrid express lime green bud dark brown pistil bud smell sweet herbal taste smoke intensely piney bordering chemical effect centered relaxing helping consumer shrug stress improve mood chem jack push  thc mind dosage chem jack s functional buzz become whimsical moderately sedating continued consumption,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,chem scout bred ic collective indica dominant strain took st place  high time cannabis cup san fransisco cross chemdawg  girl scout cooky delivers blast cerebral euphoria taper full body relaxation time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,chem valley kush sativa leaning hybrid cross chemdawg sfv og kush bred cali connection,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,chem s sister known chem si sativa dominant variation classic chemdawg strain phenotype first emerged  evolved uplifting long lasting sativa see market today strong cerebral effect come coupled distinct skunky diesel aroma underscored accent sweet sandalwood citrus course maturation chem si s mint green bud burst white hair darken age,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,chemwreck sativa dominant hybrid bred lionhart combination chemdawg trainwreck genetics give way pungent aroma diesel fume produce flavor lemon citrus pine potent effect chemwreck uplifting energetic providing creative stimulation deep relaxation without putting sleep,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
489,chemdawg developed quite name year mysterious origin ambiguous genetics plethora successful cross strain produced chemdawg practically secured permanent place cannabis hall fame original source powerhouse strain sour diesel og kush chemdawg known distinct diesel aroma pungent sharp ll able smell hybrid mile away cannabis newbie warned chemdawg tends potent depending grow condition strain tends thc level   consumer expect cerebral experience coupled strong heavy bodied feeling,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,chemdawg  x alien og kush sativa dominant hybrid strain offered exclusively livwell colorado sour skunky flavor pungent bud carry complex fragrance note earthy kush fresh pine prepare blissful relaxing experience overtakes mind body potent strain skirt past  thc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
491,part prominent line chemdawg strain chemdawg  unlike counterpart indica dominant known affect user head sensation within first five minute effect often full body smell likened citrus even pine sol lemon flavor light green bud chemdawg  grows fairly tall plant reaching  foot outdoors   foot indoors flowering time   week often appears large amount crystal orange hair growing bud,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492,much many member chemdawg line origin chemdawg  shrouded mystery rumor lineage first cultivated illustrious east coast breeder go name chemdawg speculate descends thai landrace strain chemdawg  thought offshoot original chemdawg strain numerical addition  believed reference year strain first came existence grower believe chemdawg  cross chemdawg skunk may explain particularly pungent aroma true family spirit hybrid strong diesel smell piney lemon aftertaste chemdawg  crop tend lean sativa though may find indica variant dispensary retail shelf consumer expect cerebral buzz strain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,chemdawg sour diesel chem sour reservoir seed sativa dominant hybrid cannabis strain combine champion genetics chemdawg d sour diesel sharp sour bite chemdawg sour diesel funky fuel earthy pine aroma stuns sens buzzing euphoria leaf feeling elevated uplifted anxiety prone individual tread carefully high flying sativa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
494,chemmy jones connoisseur genetics hybrid strain unites genetics chemdawg d casey jones uplifting revitalizing chemmy jones manages induce functional high energy buzz allows stay productive diesel flavor counterbalanced floral sweetness inviting sens even indulge invigorating effect sativa dominant strain offer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
495,chemnesia dubbed one powerful strain illinois breeder bedford grow genetic synthesis amnesia sour diesel  offer consumer invigorating mental physical effect help combat fatigue depression inflammation potent strain promote focus creativity proper dose emitting pleasant aroma citrus fuel chemnesia s terpene cannabinoid profile make quality sativa dominant hybrid,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,rumor chemo s beginning stretch back s canada heavy indica allegedly developed treat side effect chemotherapy another name strain ubc chemo reference university chemo said conceived chemo s genetics carried jordan island whose rendition best known subtle woody aroma potent medicinal effect perfect patient treating nausea appetite loss pain sleeplessness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,cherwillie sativa dominant hybrid cross chernobyl willie nelson strain true hybrid effect offering consumer balanced physical mental attribute take edge repetitive task long day terpene profile mixture earth spice smooth finish cherwillie known creative functional buzz well manageable potency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,chernobyl sativa dominant hybrid strain carry unique lime sherbet smell originally bred tga genetics citrusy strain descends trainwreck jack ripper trinity expect dreamy long lasting cerebral effect will float happy mood relaxed mindset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499,cherry jubilee festive strain named dessert usually baked fall sweet strain light tartness nose real cherry flavor come exhale indica dominant hybrid cherry jubilee start uplifting euphoria turn hazy mind heavy body effect creep slowly extremity leading weighty relaxation lingers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,marijuana strain rare cherry phenotype ak  reddish purple characteristic cherry aroma s wonder cherry ak  got name bud gold coloring lime green leaf layered trichome head strain s flavor described smooth cherry creamy sandalwood aftertaste thc level  cbd level   cherry ak  creep cerebral effect complete body sensation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,cherry bomb popular marijuana strain thanks reputation great hybrid provides mild moderate effect appropriate daytime consumption bright green flower take fast giving many consumer telltale pressure behind eye s usually indicator strong sativa buzz come immediate effect active mentally alert border antsy feeling tends smooth focused state allows normal activity may even help tackle list next creative project genetics strain dependent version popular variant cross california indica likely skunk lineage hawaiian sativa created breeder barney s farm cherry bomb s flower will musky berry aroma mild similar flavor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
502,cherry cooky one popular girl scout cookie cross date ranking next pink cooky thin mint girl scout cooky similar genetic parentage cherry cooky derives blending cherry pie aka cherry kush cooky f cross preserve tight slightly purple bud deep orange pistil accentuating cherry tang tartness nose exhale strain behaves gsc offering medical grade sedation body alert mental state,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
503,cherry cream pie decadent indica dominant hybrid offspring cherry pie cooky cream pronounced og undertone hint tartness pine cherry cream pie s terpene profile half experience strain s calming effect permeate mind body offering consumer carefree mid level sedation enjoy cherry cream pie later day couch lock appetite stimulation two common side effect consumption delicious strain will mellow aggravated muscle well minor ache pain,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,cherry diesel mtg seed combine cherry og turbo diesel one sweet smelling uplifting hybrid strain plant bloom dense sticky bud give fragrant cherry aroma   week flowering cycle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
505,cherry durban poison hybrid strain brings unique cherry flavor profile high energy quality durban poison true sativa root cherry durban poison delivers rush cerebral euphoria lift mood without clouding mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
506,cherry fire potent mixture cherry pie fire og genetics strain combine sweet doughy aroma cherry pie heavy hitting effect fire og offering heady creative mental state alongside calm centered physical sensation cherry fire s flavor similar aroma open finish note pepper fuel hashish strain may useful consumer suffer appetite loss chronic pain stress,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507,cherry grapefruit kera seed super fruity sativa dominant hybrid brings best quality parent strain cherry grapefruit effect position gentle full body relaxation nice head buzz best anyone needing muscle relief mood elevation easy grow strain will flower  week suitable growing indoors outdoors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
508,cherry kola indica strain competed  l cannabis cup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509,cross purple afghani og kush cherry kush potent indica dominant hybrid become popular medical patient sf bay area sometimes called cherry pie flower range bright vibrant green darker purple tinged red color boast dense coating trichomes flavor reminiscent cherry woody hashy undertone high start stimulating cerebral fading deep feeling relaxation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,cherry limeade hybrid strain competed  l cannabis cup,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,cherry og emerald triangle seed hybrid cannabis strain bred combining cherry thai afghani lost coast og genetics   hybrid cherry og truly brings best sativa indica world delivers full body euphoria alongside high flying cerebral lucidity name set expectation fruity cherry aroma strain sometimes express sour diesel flavor,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,cherry pie s parent granddaddy purple durban poison bud dense full orange hair touch purple strain smell sweet sour cherry pie effect known come minute stick around couple hour,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
513,cherry pie kush confused cherry pie essentially cherry pie cross durban poison granddaddy purple infused california native san fernando valley og folk claim strain came cherry pie others say s product cookie fam s famous hybrid lineage bright cerebral effect stilt heavy weight limb strain function medical grade day flower soothing physical discomfort without overly sedative expect earthy tart note linger air coat palate pungent velvety vapor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,cherry sauce andromeda strain delicious cross diverse genetics offspring parent strain cherry pie sauce cherry sauce offer complex nuance flavor aroma effect terpene profile exhibiting skunk spice earth tartness velvety flavor cherry sauce worthy place cannabis connoisseur s roster effect heavy hitting balanced overall stimulating mind rush energy melting vibrating full body buzz help nausea stress without sacrificing alertness,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
515,cherry sherbet indica dominant delight stinky sweet herb genetic cross sour sherbet cherry pie heavy hitting bud will smoke sweet tangy settling behind eye melting body coating smoker warm physical buzz coupled unlifted cerebral haze pack bowl fine flower help combat depression chronic anxiety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,cherry skunk indica dominant hybrid combine genetics skunk dawg poppa cherry blissful euphoric effect settle help dissolve stress bad mood calming quality encourage rest relaxation strain provides burst cerebral energy expands mind feed creativity introspection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
517,cherry slyder balanced hybrid cross northern light  afghani offer sweet fruit forward flavor accompanied earthy woody note speak strain s afghani genetics effect relaxing without overly weighted helping consumer stimulate appetite discarding anxiety stress effect remains functional taking edge repetitive task chore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,cherry thunder fuck ultra pungent strain unique long lasting effect created breeding cherry bomb mother maple leaf indica x matanuska thunder fuck cross cherry thunder fuck offer array pungent earthy aroma wrapped smell overripe cherry elevated euphoria pleasant pressure behind eye canadian native work relieve minor pain infusing mind uplifting alertness enjoy cherry thunder fuck calm body stimulating appetite improving mood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,chicle aka bubbledawg t h seed award winning flower plentiful resin production commonsense cross bubble gum chemdawg yield beautiful green bud knotted copper hair covered glittering resin flower s large resin gland vigorous growth make ideal producing hash cannabis concentrate chicle won st place resin  expogrow irun spain well rd place resin spannabis champion cup barcelona chicle s bouquet mixture sweet bubblegum fuel forward terpene,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,big buddha cheese nyc diesel come together form chiesel cannabis variety strong smell expected considering lineage chiesel provides euphoric functional stone chiesel known produce high yield optimum condition,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,china yunnan deep indica relaxation meet sweet woody sativa variety south asia southern chinese province yunnan ace seed cultivated  indica strain heavy resin production resilience garden china yunnan s onset begin happy headspace heightened sensory awareness followed full body calm eas pain sleeplessness anxiety hardy indica grows best indoors   week flowering time outdoor garden warm dry climate tend fare well,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
522,chiquita banana utoptia farm take banana og cut next level average thc percentage pushing  cross parent strain og kush banana chiquita banana lead potent heady sizzle likely brought enormous quantity thc meld kush esque body buzz relaxing sedative kush effect continue gain potency time creeping body powerful hybrid outstanding option patient struggling hurdle tolerance barrier effect well suited suffering chronic pain nausea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,chloe powerful mysterious sativa dominant hybrid created chris wren medizin la vega strain won st place international cannagraphic magazine cup  gone accrue local renown praise incredible medicinal quality even though strain lean   sativa dominant posse potency physical sedation lull experienced person sleep continued consumption chloe welcome companion patient seeking relief wide variety ailment including loss appetite chronic pain,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,chocoholic mighty irish seed flavorful hybrid rich color strain cross chocolope skunkberry daluxberry carry earthy sweet aroma stink dutch coffee shop effect creep body weighing consumer continued consumption chocoholic develops medium sized plant average yield average potency,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
525,chocolate chunk t h seed pure indica will meld couch fast flowering  day great sea green growing method,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
